order_id,product_id,quantity
ORD00819,PROD0047,4
ORD00820,PROD0019,3
ORD00821,PROD0085,3
ORD00821,PROD0019,2
ORD00821,PROD0062,2
ORD00821,PROD0034,1
ORD00822,PROD0097,3
ORD00822,PROD0044,3
ORD00823,PROD0077,1
ORD00823,PROD0098,2
ORD00823,PROD0019,5
ORD00824,PROD0092,3
ORD00824,PROD0040,2
ORD00824,PROD0073,3
ORD00825,PROD0019,5
ORD00825,PROD0038,4
ORD00826,PROD0039,2
ORD00826,PROD0075,1
ORD00826,PROD0034,3
ORD00826,PROD0093,5
ORD00826,PROD0096,5
ORD00827,PROD0065,3
ORD00827,PROD0067,3
ORD00827,PROD0049,4
ORD00827,PROD0083,2
ORD00827,PROD0068,4
ORD00828,PROD0029,3
ORD00828,PROD0027,2
ORD00828,PROD0020,3
ORD00829,PROD0059,5
ORD00829,PROD0082,1
ORD00829,PROD0096,5
ORD00829,PROD0030,2
ORD00830,PROD0065,1
ORD00830,PROD0035,5
ORD00830,PROD0069,5
ORD00831,PROD0032,2
ORD00831,PROD0033,2
ORD00831,PROD0089,2
ORD00831,PROD0030,4
ORD00831,PROD0023,1
ORD00832,PROD0017,5
ORD00833,PROD0098,5
ORD00833,PROD0062,4
ORD00833,PROD0013,5
ORD00833,PROD0007,3
ORD00833,PROD0082,1
ORD00834,PROD0026,1
ORD00834,PROD0070,5
ORD00834,PROD0028,5
ORD00834,PROD0063,3
ORD00835,PROD0076,5
ORD00835,PROD0097,4
ORD00836,PROD0081,2
ORD00836,PROD0043,5
ORD00836,PROD0062,5
ORD00836,PROD0037,3
ORD00837,PROD0065,3
ORD00837,PROD0081,4
ORD00837,PROD0015,2
ORD00837,PROD0063,1
ORD00837,PROD0041,5
ORD00838,PROD0087,3
ORD00838,PROD0013,4
ORD00838,PROD0044,5
ORD00838,PROD0024,2
ORD00839,PROD0040,3
ORD00839,PROD0099,5
ORD00839,PROD0061,1
ORD00839,PROD0088,3
ORD00839,PROD0079,2
ORD00840,PROD0099,4
ORD00840,PROD0022,2
ORD00841,PROD0084,5
ORD00841,PROD0054,3
ORD00841,PROD0030,3
ORD00841,PROD0061,3
ORD00842,PROD0058,3
ORD00842,PROD0055,5
ORD00842,PROD0051,4
ORD00843,PROD0083,2
ORD00843,PROD0059,3
ORD00843,PROD0003,2
ORD00844,PROD0042,4
ORD00845,PROD0057,3
ORD00845,PROD0014,1
ORD00845,PROD0032,2
ORD00845,PROD0042,4
ORD00845,PROD0093,5
ORD00846,PROD0036,5
ORD00846,PROD0076,4
ORD00847,PROD0048,4
ORD00847,PROD0037,1
ORD00847,PROD0061,2
ORD00847,PROD0096,1
ORD00847,PROD0042,4
ORD00848,PROD0026,5
ORD00848,PROD0012,4
ORD00848,PROD0032,3
ORD00848,PROD0074,5
ORD00848,PROD0098,3
ORD00849,PROD0090,3
ORD00850,PROD0060,2
ORD00850,PROD0059,3
ORD00850,PROD0043,2
ORD00851,PROD0055,4
ORD00851,PROD0063,1
ORD00851,PROD0068,1
ORD00851,PROD0066,3
ORD00852,PROD0069,4
ORD00852,PROD0037,5
ORD00852,PROD0043,1
ORD00853,PROD0021,5
ORD00853,PROD0012,5
ORD00853,PROD0060,5
ORD00853,PROD0084,2
ORD00853,PROD0097,1
ORD00854,PROD0084,3
ORD00854,PROD0010,2
ORD00855,PROD0052,5
ORD00856,PROD0042,4
ORD00856,PROD0020,3
ORD00857,PROD0099,5
ORD00857,PROD0046,5
ORD00858,PROD0013,1
ORD00858,PROD0069,5
ORD00859,PROD0042,3
ORD00860,PROD0055,3
ORD00860,PROD0030,2
ORD00861,PROD0004,4
ORD00861,PROD0096,2
ORD00861,PROD0049,1
ORD00861,PROD0058,4
ORD00862,PROD0012,2
ORD00863,PROD0063,5
ORD00864,PROD0012,5
ORD00864,PROD0047,4
ORD00865,PROD0049,4
ORD00866,PROD0009,4
ORD00866,PROD0084,3
ORD00866,PROD0030,1
ORD00867,PROD0006,2
ORD00867,PROD0032,2
ORD00867,PROD0073,1
ORD00868,PROD0008,5
ORD00869,PROD0021,4
ORD00869,PROD0023,2
ORD00869,PROD0067,2
ORD00869,PROD0095,2
ORD00870,PROD0027,3
ORD00870,PROD0052,3
ORD00870,PROD0034,5
ORD00870,PROD0042,1
ORD00871,PROD0053,1
ORD00871,PROD0070,4
ORD00872,PROD0045,2
ORD00873,PROD0054,5
ORD00873,PROD0057,2
ORD00873,PROD0078,1
ORD00873,PROD0040,4
ORD00874,PROD0047,5
ORD00874,PROD0086,1
ORD00874,PROD0062,4
ORD00874,PROD0096,5
ORD00874,PROD0026,2
ORD00875,PROD0096,1
ORD00876,PROD0024,3
ORD00876,PROD0043,4
ORD00876,PROD0086,5
ORD00877,PROD0048,2
ORD00877,PROD0075,1
ORD00877,PROD0096,4
ORD00877,PROD0081,1
ORD00878,PROD0021,4
ORD00878,PROD0042,1
ORD00879,PROD0052,4
ORD00879,PROD0028,4
ORD00879,PROD0080,3
ORD00879,PROD0070,4
ORD00879,PROD0016,3
ORD00880,PROD0044,4
ORD00880,PROD0099,5
ORD00880,PROD0059,1
ORD00881,PROD0083,1
ORD00881,PROD0070,2
ORD00881,PROD0013,2
ORD00881,PROD0059,1
ORD00882,PROD0058,4
ORD00882,PROD0071,1
ORD00882,PROD0065,2
ORD00883,PROD0026,3
ORD00884,PROD0007,5
ORD00884,PROD0047,5
ORD00884,PROD0030,5
ORD00884,PROD0022,3
ORD00884,PROD0021,1
ORD00885,PROD0055,2
ORD00885,PROD0036,1
ORD00885,PROD0052,3
ORD00885,PROD0050,5
ORD00885,PROD0054,4
ORD00886,PROD0033,5
ORD00887,PROD0019,4
ORD00887,PROD0021,2
ORD00888,PROD0025,2
ORD00888,PROD0045,1
ORD00888,PROD0029,3
ORD00888,PROD0018,4
ORD00888,PROD0016,5
ORD00889,PROD0002,1
ORD00889,PROD0067,3
ORD00889,PROD0068,1
ORD00890,PROD0070,5
ORD00891,PROD0049,3
ORD00892,PROD0091,4
ORD00892,PROD0098,3
ORD00893,PROD0047,2
ORD00893,PROD0086,4
ORD00893,PROD0090,4
ORD00893,PROD0054,1
ORD00893,PROD0082,1
ORD00894,PROD0054,3
ORD00894,PROD0046,1
ORD00894,PROD0002,1
ORD00895,PROD0086,3
ORD00895,PROD0014,4
ORD00895,PROD0072,5
ORD00895,PROD0073,4
ORD00896,PROD0076,1
ORD00897,PROD0087,5
ORD00897,PROD0054,4
ORD00897,PROD0092,1
ORD00897,PROD0045,4
ORD00897,PROD0059,5
ORD00898,PROD0073,2
ORD00898,PROD0004,3
ORD00899,PROD0046,3
ORD00899,PROD0046,2
ORD00899,PROD0036,4
ORD00900,PROD0072,5
ORD00900,PROD0083,3
ORD00901,PROD0043,3
ORD00902,PROD0093,1
ORD00903,PROD0034,4
ORD00903,PROD0045,3
ORD00904,PROD0003,1
ORD00904,PROD0025,5
ORD00904,PROD0040,5
ORD00905,PROD0026,1
ORD00906,PROD0069,3
ORD00906,PROD0051,2
ORD00906,PROD0050,1
ORD00907,PROD0006,2
ORD00907,PROD0071,2
ORD00907,PROD0086,3
ORD00907,PROD0004,4
ORD00908,PROD0083,2
ORD00908,PROD0019,1
ORD00908,PROD0038,2
ORD00908,PROD0003,5
ORD00909,PROD0073,2
ORD00909,PROD0053,2
ORD00909,PROD0067,5
ORD00909,PROD0052,5
ORD00909,PROD0050,3
ORD00910,PROD0031,3
ORD00910,PROD0070,3
ORD00910,PROD0010,2
ORD00911,PROD0013,5
ORD00911,PROD0091,4
ORD00912,PROD0092,5
ORD00912,PROD0029,4
ORD00912,PROD0035,5
ORD00913,PROD0009,2
ORD00913,PROD0003,5
ORD00913,PROD0058,5
ORD00913,PROD0084,1
ORD00914,PROD0093,3
ORD00915,PROD0091,2
ORD00915,PROD0051,2
ORD00915,PROD0085,4
ORD00915,PROD0040,5
ORD00916,PROD0019,5
ORD00916,PROD0088,5
ORD00916,PROD0041,1
ORD00916,PROD0079,1
ORD00917,PROD0068,4
ORD00918,PROD0024,1
ORD00918,PROD0084,4
ORD00919,PROD0090,4
ORD00919,PROD0053,4
ORD00919,PROD0090,4
ORD00919,PROD0018,3
ORD00919,PROD0024,1
ORD00920,PROD0012,2
ORD00920,PROD0034,4
ORD00920,PROD0026,2
ORD00920,PROD0045,1
ORD00921,PROD0078,1
ORD00922,PROD0068,1
ORD00923,PROD0073,3
ORD00923,PROD0009,2
ORD00923,PROD0025,5
ORD00923,PROD0064,2
ORD00923,PROD0069,2
ORD00924,PROD0023,4
ORD00924,PROD0091,2
ORD00924,PROD0065,2
ORD00924,PROD0057,1
ORD00924,PROD0080,1
ORD00925,PROD0045,2
ORD00926,PROD0078,2
ORD00926,PROD0079,3
ORD00927,PROD0009,3
ORD00927,PROD0032,3
ORD00927,PROD0019,2
ORD00927,PROD0063,2
ORD00927,PROD0052,1
ORD00928,PROD0012,3
ORD00928,PROD0068,5
ORD00928,PROD0074,5
ORD00928,PROD0067,4
ORD00928,PROD0097,5
ORD00929,PROD0038,4
ORD00929,PROD0052,4
ORD00930,PROD0042,5
ORD00931,PROD0099,1
ORD00931,PROD0068,1
ORD00931,PROD0025,1
ORD00932,PROD0004,1
ORD00932,PROD0039,4
ORD00932,PROD0025,3
ORD00932,PROD0069,1
ORD00932,PROD0088,4
ORD00933,PROD0028,1
ORD00934,PROD0092,2
ORD00935,PROD0089,1
ORD00935,PROD0038,1
ORD00936,PROD0048,4
ORD00936,PROD0006,2
ORD00937,PROD0088,5
ORD00937,PROD0091,3
ORD00937,PROD0027,3
ORD00937,PROD0053,1
ORD00938,PROD0100,4
ORD00938,PROD0033,5
ORD00939,PROD0085,2
ORD00939,PROD0010,1
ORD00940,PROD0042,2
ORD00940,PROD0095,3
ORD00940,PROD0088,4
ORD00940,PROD0037,5
ORD00940,PROD0037,3
ORD00941,PROD0012,5
ORD00941,PROD0064,2
ORD00942,PROD0015,2
ORD00943,PROD0031,4
ORD00944,PROD0085,5
ORD00945,PROD0002,2
ORD00945,PROD0044,3
ORD00945,PROD0023,3
ORD00945,PROD0060,2
ORD00945,PROD0083,1
ORD00946,PROD0029,2
ORD00947,PROD0032,5
ORD00948,PROD0008,1
ORD00948,PROD0088,1
ORD00948,PROD0053,5
ORD00949,PROD0019,1
ORD00950,PROD0050,5
ORD00951,PROD0010,1
ORD00951,PROD0084,4
ORD00951,PROD0074,4
ORD00951,PROD0037,5
ORD00951,PROD0050,4
ORD00952,PROD0082,4
ORD00952,PROD0062,2
ORD00952,PROD0059,5
ORD00953,PROD0033,2
ORD00953,PROD0048,1
ORD00953,PROD0056,3
ORD00953,PROD0019,1
ORD00954,PROD0027,4
ORD00954,PROD0054,4
ORD00954,PROD0059,4
ORD00955,PROD0042,4
ORD00955,PROD0018,5
ORD00955,PROD0027,2
ORD00956,PROD0047,4
ORD00956,PROD0071,4
ORD00956,PROD0048,3
ORD00956,PROD0028,4
ORD00956,PROD0019,4
ORD00957,PROD0007,2
ORD00957,PROD0028,3
ORD00957,PROD0071,2
ORD00957,PROD0085,4
ORD00958,PROD0050,5
ORD00958,PROD0086,2
ORD00959,PROD0020,4
ORD00959,PROD0041,4
ORD00960,PROD0098,5
ORD00960,PROD0068,1
ORD00960,PROD0087,1
ORD00960,PROD0009,1
ORD00960,PROD0003,1
ORD00961,PROD0096,2
ORD00961,PROD0028,3
ORD00962,PROD0044,2
ORD00962,PROD0038,3
ORD00962,PROD0013,5
ORD00962,PROD0021,2
ORD00963,PROD0021,5
ORD00963,PROD0071,4
ORD00963,PROD0090,3
ORD00963,PROD0089,2
ORD00964,PROD0018,4
ORD00965,PROD0089,3
ORD00965,PROD0057,5
ORD00965,PROD0074,2
ORD00965,PROD0058,1
ORD00965,PROD0063,5
ORD00966,PROD0023,2
ORD00967,PROD0082,3
ORD00967,PROD0038,1
ORD00968,PROD0054,2
ORD00968,PROD0047,3
ORD00968,PROD0025,5
ORD00968,PROD0036,5
ORD00968,PROD0004,4
ORD00969,PROD0034,4
ORD00969,PROD0056,3
ORD00969,PROD0006,3
ORD00970,PROD0017,5
ORD00971,PROD0061,4
ORD00971,PROD0050,1
ORD00972,PROD0055,4
ORD00972,PROD0091,3
ORD00972,PROD0017,3
ORD00972,PROD0093,3
ORD00972,PROD0071,2
ORD00973,PROD0086,3
ORD00974,PROD0032,1
ORD00975,PROD0100,1
ORD00975,PROD0010,1
ORD00976,PROD0075,4
ORD00976,PROD0081,3
ORD00977,PROD0096,1
ORD00977,PROD0024,1
ORD00978,PROD0092,1
ORD00979,PROD0078,2
ORD00979,PROD0061,3
ORD00979,PROD0094,5
ORD00979,PROD0008,4
ORD00980,PROD0034,2
ORD00980,PROD0070,5
ORD00981,PROD0042,2
ORD00981,PROD0021,4
ORD00982,PROD0055,3
ORD00982,PROD0045,2
ORD00983,PROD0008,1
ORD00984,PROD0087,4
ORD00985,PROD0090,5
ORD00985,PROD0087,1
ORD00985,PROD0073,3
ORD00986,PROD0039,4
ORD00986,PROD0041,5
ORD00986,PROD0096,2
ORD00986,PROD0030,5
ORD00987,PROD0042,4
ORD00987,PROD0060,4
ORD00987,PROD0058,2
ORD00987,PROD0019,4
ORD00988,PROD0081,2
ORD00988,PROD0052,3
ORD00988,PROD0002,4
ORD00988,PROD0085,2
ORD00989,PROD0051,4
ORD00990,PROD0051,2
ORD00990,PROD0039,5
ORD00990,PROD0036,2
ORD00990,PROD0025,4
ORD00991,PROD0063,1
ORD00991,PROD0046,1
ORD00992,PROD0019,2
ORD00992,PROD0067,4
ORD00992,PROD0028,4
ORD00993,PROD0088,5
ORD00993,PROD0055,5
ORD00993,PROD0016,5
ORD00994,PROD0048,5
ORD00994,PROD0061,1
ORD00995,PROD0042,2
ORD00995,PROD0041,4
ORD00996,PROD0017,3
ORD00996,PROD0081,5
ORD00997,PROD0061,1
ORD00997,PROD0041,5
ORD00997,PROD0013,4
ORD00997,PROD0097,2
ORD00997,PROD0080,3
ORD00998,PROD0009,4
ORD00998,PROD0050,2
ORD00998,PROD0099,3
ORD00999,PROD0082,1
ORD00999,PROD0042,3
ORD01000,PROD0041,5
ORD01000,PROD0069,2
ORD01000,PROD0083,2
ORD01000,PROD0077,5
ORD01001,PROD0037,2
ORD01001,PROD0049,4
ORD01001,PROD0090,1
ORD01001,PROD0039,3
ORD01001,PROD0027,2
ORD01002,PROD0060,2
ORD01002,PROD0058,4
ORD01002,PROD0072,2
ORD01003,PROD0036,2
ORD01003,PROD0091,5
ORD01003,PROD0059,3
ORD01003,PROD0021,5
ORD01004,PROD0071,4
ORD01004,PROD0048,2
ORD01004,PROD0041,4
ORD01005,PROD0042,5
ORD01005,PROD0098,1
ORD01006,PROD0064,1
ORD01006,PROD0009,2
ORD01007,PROD0046,3
ORD01007,PROD0011,4
ORD01007,PROD0044,1
ORD01008,PROD0089,2
ORD01008,PROD0071,1
ORD01008,PROD0027,4
ORD01008,PROD0021,1
ORD01009,PROD0007,2
ORD01010,PROD0018,5
ORD01010,PROD0041,3
ORD01011,PROD0064,1
ORD01011,PROD0086,4
ORD01011,PROD0071,1
ORD01012,PROD0063,1
ORD01012,PROD0045,1
ORD01012,PROD0075,3
ORD01012,PROD0066,2
ORD01012,PROD0051,2
ORD01013,PROD0072,3
ORD01013,PROD0066,4
ORD01013,PROD0021,2
ORD01014,PROD0051,1
ORD01014,PROD0084,3
ORD01014,PROD0058,1
ORD01015,PROD0006,4
ORD01016,PROD0089,2
ORD01016,PROD0076,3
ORD01016,PROD0047,4
ORD01017,PROD0066,1
ORD01017,PROD0040,1
ORD01018,PROD0093,4
ORD01018,PROD0093,3
ORD01018,PROD0059,4
ORD01018,PROD0078,2
ORD01019,PROD0014,1
ORD01019,PROD0004,5
ORD01019,PROD0007,1
ORD01019,PROD0036,1
ORD01019,PROD0039,4
ORD01020,PROD0028,2
ORD01020,PROD0055,3
ORD01020,PROD0010,3
ORD01021,PROD0039,2
ORD01022,PROD0023,1
ORD01022,PROD0015,1
ORD01022,PROD0093,2
ORD01022,PROD0059,5
ORD01023,PROD0009,2
ORD01023,PROD0028,1
ORD01023,PROD0051,4
ORD01023,PROD0004,1
ORD01024,PROD0074,1
ORD01025,PROD0035,1
ORD01025,PROD0086,3
ORD01026,PROD0056,5
ORD01026,PROD0090,4
ORD01026,PROD0030,1
ORD01026,PROD0037,3
ORD01026,PROD0012,5
ORD01027,PROD0085,3
ORD01027,PROD0093,5
ORD01027,PROD0070,2
ORD01028,PROD0052,3
ORD01028,PROD0060,3
ORD01028,PROD0099,3
ORD01028,PROD0019,4
ORD01028,PROD0087,5
ORD01029,PROD0018,3
ORD01029,PROD0046,4
ORD01029,PROD0058,5
ORD01030,PROD0077,3
ORD01030,PROD0070,2
ORD01031,PROD0015,5
ORD01031,PROD0070,1
ORD01031,PROD0067,1
ORD01031,PROD0074,1
ORD01032,PROD0015,3
ORD01032,PROD0094,3
ORD01032,PROD0071,4
ORD01032,PROD0067,4
ORD01033,PROD0082,4
ORD01033,PROD0020,2
ORD01034,PROD0089,3
ORD01035,PROD0082,1
ORD01035,PROD0025,1
ORD01035,PROD0003,1
ORD01035,PROD0038,1
ORD01035,PROD0027,2
ORD01036,PROD0046,4
ORD01036,PROD0002,5
ORD01036,PROD0039,3
ORD01036,PROD0050,3
ORD01037,PROD0082,5
ORD01037,PROD0076,1
ORD01037,PROD0087,4
ORD01037,PROD0005,4
ORD01038,PROD0097,5
ORD01038,PROD0099,1
ORD01038,PROD0055,5
ORD01038,PROD0080,3
ORD01039,PROD0061,3
ORD01040,PROD0049,3
ORD01040,PROD0031,5
ORD01040,PROD0061,1
ORD01040,PROD0042,3
ORD01041,PROD0013,1
ORD01041,PROD0088,2
ORD01041,PROD0076,1
ORD01041,PROD0065,4
ORD01042,PROD0050,5
ORD01042,PROD0084,1
ORD01042,PROD0033,5
ORD01042,PROD0016,5
ORD01042,PROD0063,2
ORD01043,PROD0043,4
ORD01043,PROD0015,2
ORD01043,PROD0010,2
ORD01043,PROD0062,4
ORD01043,PROD0032,1
ORD01044,PROD0024,2
ORD01044,PROD0044,5
ORD01044,PROD0064,2
ORD01045,PROD0017,5
ORD01045,PROD0073,1
ORD01046,PROD0089,3
ORD01046,PROD0082,5
ORD01046,PROD0014,4
ORD01046,PROD0061,1
ORD01046,PROD0036,4
ORD01047,PROD0034,3
ORD01048,PROD0021,1
ORD01049,PROD0072,3
ORD01049,PROD0062,1
ORD01049,PROD0085,2
ORD01050,PROD0026,2
ORD01050,PROD0039,2
ORD01051,PROD0015,5
ORD01052,PROD0032,4
ORD01052,PROD0028,2
ORD01052,PROD0085,4
ORD01053,PROD0071,5
ORD01053,PROD0010,2
ORD01053,PROD0086,2
ORD01053,PROD0066,2
ORD01054,PROD0081,4
ORD01054,PROD0081,3
ORD01055,PROD0006,3
ORD01055,PROD0100,4
ORD01055,PROD0004,2
ORD01055,PROD0086,3
ORD01056,PROD0066,4
ORD01056,PROD0083,2
ORD01056,PROD0031,5
ORD01056,PROD0067,3
ORD01056,PROD0064,1
ORD01057,PROD0011,2
ORD01057,PROD0099,1
ORD01057,PROD0048,3
ORD01057,PROD0051,3
ORD01057,PROD0060,3
ORD01058,PROD0063,4
ORD01058,PROD0097,5
ORD01058,PROD0089,5
ORD01058,PROD0088,5
ORD01058,PROD0077,5
ORD01059,PROD0069,5
ORD01059,PROD0079,1
ORD01059,PROD0033,3
ORD01060,PROD0041,3
ORD01060,PROD0031,5
ORD01061,PROD0087,4
ORD01061,PROD0036,3
ORD01061,PROD0077,4
ORD01061,PROD0086,2
ORD01061,PROD0099,5
ORD01062,PROD0071,3
ORD01062,PROD0027,4
ORD01062,PROD0075,5
ORD01062,PROD0023,1
ORD01062,PROD0093,3
ORD01063,PROD0032,4
ORD01063,PROD0062,3
ORD01063,PROD0073,4
ORD01064,PROD0033,1
ORD01065,PROD0033,4
ORD01065,PROD0059,5
ORD01066,PROD0026,3
ORD01066,PROD0007,4
ORD01066,PROD0081,4
ORD01066,PROD0077,1
ORD01067,PROD0024,1
ORD01067,PROD0047,1
ORD01068,PROD0069,3
ORD01068,PROD0017,1
ORD01068,PROD0096,4
ORD01068,PROD0027,1
ORD01068,PROD0085,5
ORD01069,PROD0037,4
ORD01069,PROD0031,2
ORD01069,PROD0029,5
ORD01070,PROD0020,1
ORD01070,PROD0071,5
ORD01071,PROD0070,5
ORD01071,PROD0003,2
ORD01072,PROD0032,4
ORD01073,PROD0029,3
ORD01073,PROD0014,1
ORD01074,PROD0050,4
ORD01074,PROD0028,2
ORD01074,PROD0013,1
ORD01074,PROD0053,4
ORD01074,PROD0057,2
ORD01075,PROD0027,4
ORD01075,PROD0056,5
ORD01075,PROD0044,3
ORD01076,PROD0048,2
ORD01076,PROD0091,1
ORD01077,PROD0028,3
ORD01077,PROD0046,4
ORD01078,PROD0061,1
ORD01078,PROD0088,5
ORD01078,PROD0032,1
ORD01078,PROD0058,1
ORD01078,PROD0050,5
ORD01079,PROD0093,4
ORD01079,PROD0055,1
ORD01079,PROD0056,3
ORD01079,PROD0045,2
ORD01080,PROD0029,5
ORD01080,PROD0083,5
ORD01081,PROD0007,2
ORD01081,PROD0012,2
ORD01081,PROD0012,5
ORD01082,PROD0058,2
ORD01082,PROD0038,2
ORD01082,PROD0056,3
ORD01083,PROD0009,2
ORD01083,PROD0012,5
ORD01083,PROD0007,5
ORD01083,PROD0084,2
ORD01083,PROD0037,5
ORD01084,PROD0026,5
ORD01085,PROD0016,4
ORD01085,PROD0071,3
ORD01085,PROD0093,2
ORD01085,PROD0020,5
ORD01085,PROD0024,2
ORD01086,PROD0065,5
ORD01087,PROD0020,2
ORD01087,PROD0031,5
ORD01087,PROD0048,5
ORD01087,PROD0036,4
ORD01088,PROD0082,5
ORD01088,PROD0097,1
ORD01089,PROD0068,4
ORD01089,PROD0087,4
ORD01089,PROD0071,5
ORD01089,PROD0093,4
ORD01090,PROD0097,3
ORD01090,PROD0068,4
ORD01090,PROD0022,5
ORD01090,PROD0064,2
ORD01091,PROD0015,5
ORD01091,PROD0053,4
ORD01091,PROD0049,3
ORD01092,PROD0028,4
ORD01093,PROD0019,1
ORD01093,PROD0030,4
ORD01094,PROD0027,4
ORD01094,PROD0017,4
ORD01094,PROD0007,2
ORD01095,PROD0045,4
ORD01096,PROD0046,5
ORD01096,PROD0071,4
ORD01096,PROD0006,4
ORD01097,PROD0022,1
ORD01097,PROD0013,2
ORD01097,PROD0096,5
ORD01097,PROD0035,1
ORD01097,PROD0004,5
ORD01098,PROD0043,5
ORD01098,PROD0059,3
ORD01098,PROD0080,3
ORD01098,PROD0037,3
ORD01099,PROD0098,5
ORD01099,PROD0005,5
ORD01099,PROD0094,5
ORD01099,PROD0065,1
ORD01100,PROD0019,2
ORD01100,PROD0098,2
ORD01100,PROD0012,5
ORD01101,PROD0039,1
ORD01102,PROD0020,4
ORD01102,PROD0071,5
ORD01102,PROD0033,2
ORD01102,PROD0001,1
ORD01103,PROD0029,4
ORD01104,PROD0044,5
ORD01104,PROD0094,3
ORD01104,PROD0061,3
ORD01104,PROD0074,5
ORD01105,PROD0086,5
ORD01105,PROD0067,3
ORD01106,PROD0062,3
ORD01106,PROD0043,5
ORD01106,PROD0039,4
ORD01106,PROD0093,4
ORD01107,PROD0072,2
ORD01107,PROD0029,2
ORD01108,PROD0047,4
ORD01108,PROD0096,4
ORD01108,PROD0054,5
ORD01108,PROD0043,3
ORD01108,PROD0011,2
ORD01109,PROD0056,4
ORD01110,PROD0048,1
ORD01110,PROD0040,2
ORD01110,PROD0063,4
ORD01111,PROD0037,2
ORD01111,PROD0079,2
ORD01112,PROD0013,1
ORD01113,PROD0064,1
ORD01113,PROD0090,2
ORD01113,PROD0007,1
ORD01113,PROD0061,2
ORD01114,PROD0012,1
ORD01114,PROD0022,3
ORD01114,PROD0043,1
ORD01114,PROD0005,5
ORD01114,PROD0011,1
ORD01115,PROD0014,3
ORD01115,PROD0076,3
ORD01115,PROD0079,5
ORD01115,PROD0010,5
ORD01116,PROD0021,5
ORD01116,PROD0013,4
ORD01116,PROD0078,2
ORD01117,PROD0058,3
ORD01117,PROD0066,3
ORD01117,PROD0038,4
ORD01117,PROD0054,2
ORD01118,PROD0020,2
ORD01118,PROD0005,1
ORD01118,PROD0008,5
ORD01118,PROD0016,2
ORD01119,PROD0099,3
ORD01119,PROD0089,3
ORD01119,PROD0075,2
ORD01120,PROD0039,2
ORD01120,PROD0061,1
ORD01120,PROD0047,2
ORD01120,PROD0051,2
ORD01120,PROD0045,1
ORD01121,PROD0060,4
ORD01121,PROD0091,3
ORD01121,PROD0058,2
ORD01121,PROD0042,4
ORD01122,PROD0054,1
ORD01122,PROD0063,3
ORD01122,PROD0019,1
ORD01123,PROD0054,1
ORD01123,PROD0099,1
ORD01124,PROD0001,1
ORD01124,PROD0062,5
ORD01124,PROD0026,2
ORD01125,PROD0076,5
ORD01125,PROD0079,2
ORD01125,PROD0056,1
ORD01125,PROD0059,5
ORD01125,PROD0071,3
ORD01126,PROD0003,4
ORD01126,PROD0076,1
ORD01126,PROD0061,4
ORD01127,PROD0058,3
ORD01127,PROD0039,1
ORD01128,PROD0068,2
ORD01129,PROD0056,1
ORD01130,PROD0003,5
ORD01130,PROD0094,3
ORD01130,PROD0099,5
ORD01130,PROD0085,1
ORD01131,PROD0100,1
ORD01131,PROD0031,4
ORD01131,PROD0072,3
ORD01132,PROD0043,2
ORD01133,PROD0085,3
ORD01133,PROD0086,3
ORD01134,PROD0013,3
ORD01134,PROD0040,5
ORD01134,PROD0089,5
ORD01135,PROD0009,3
ORD01135,PROD0023,1
ORD01136,PROD0066,1
ORD01136,PROD0062,5
ORD01136,PROD0036,1
ORD01136,PROD0046,1
ORD01137,PROD0093,1
ORD01137,PROD0080,1
ORD01137,PROD0009,2
ORD01138,PROD0062,3
ORD01138,PROD0004,3
ORD01139,PROD0028,2
ORD01139,PROD0025,5
ORD01139,PROD0082,4
ORD01139,PROD0100,5
ORD01140,PROD0050,3
ORD01140,PROD0083,3
ORD01140,PROD0026,1
ORD01140,PROD0005,4
ORD01141,PROD0054,1
ORD01141,PROD0041,4
ORD01141,PROD0011,2
ORD01142,PROD0064,5
ORD01142,PROD0071,3
ORD01142,PROD0016,5
ORD01142,PROD0005,3
ORD01143,PROD0008,3
ORD01144,PROD0044,4
ORD01144,PROD0010,5
ORD01144,PROD0047,1
ORD01145,PROD0037,3
ORD01146,PROD0077,1
ORD01146,PROD0047,1
ORD01146,PROD0013,3
ORD01146,PROD0099,3
ORD01146,PROD0041,1
ORD01147,PROD0007,3
ORD01147,PROD0040,5
ORD01148,PROD0039,5
ORD01148,PROD0085,3
ORD01148,PROD0013,4
ORD01148,PROD0097,1
ORD01148,PROD0040,4
ORD01149,PROD0009,1
ORD01149,PROD0076,1
ORD01150,PROD0052,5
ORD01150,PROD0014,3
ORD01150,PROD0021,5
ORD01151,PROD0024,5
ORD01151,PROD0090,1
ORD01152,PROD0031,4
ORD01152,PROD0001,5
ORD01152,PROD0035,5
ORD01152,PROD0094,2
ORD01152,PROD0064,5
ORD01153,PROD0025,5
ORD01153,PROD0038,3
ORD01153,PROD0018,4
ORD01153,PROD0076,4
ORD01154,PROD0091,4
ORD01155,PROD0076,2
ORD01155,PROD0096,3
ORD01155,PROD0089,2
ORD01155,PROD0074,2
ORD01156,PROD0032,1
ORD01156,PROD0094,1
ORD01157,PROD0001,2
ORD01157,PROD0092,1
ORD01157,PROD0090,1
ORD01157,PROD0053,1
ORD01157,PROD0044,2
ORD01158,PROD0053,4
ORD01158,PROD0085,5
ORD01158,PROD0088,3
ORD01159,PROD0046,2
ORD01159,PROD0086,2
ORD01159,PROD0063,4
ORD01159,PROD0036,4
ORD01160,PROD0008,1
ORD01160,PROD0096,4
