order_id,pickup_time,drop_time,actual_duration_minutes,is_late
ORD14989,2024-05-20 10:26:00,2024-05-20 10:41:43.800,15.73,0
ORD14990,2024-05-19 22:12:00,2024-05-19 22:29:06.000,17.1,0
ORD14991,2024-09-14 05:32:00,2024-09-14 05:51:04.200,19.07,1
ORD14992,2024-06-02 15:53:00,2024-06-02 16:05:12.600,12.21,0
ORD14993,2024-12-08 15:15:00,2024-12-08 15:28:34.200,13.57,0
ORD14994,2024-07-03 03:05:00,2024-07-03 03:18:45.600,13.76,0
ORD14995,2024-03-23 23:17:00,2024-03-23 23:32:00.000,15.0,0
ORD14996,2024-10-27 07:22:00,2024-10-27 07:40:15.000,18.25,1
ORD14997,2024-04-13 20:53:00,2024-04-13 21:07:27.600,14.46,0
ORD14998,2024-06-09 22:53:00,2024-06-09 23:07:32.400,14.54,0
ORD14999,2024-06-20 02:00:00,2024-06-20 02:09:43.200,9.72,0
ORD15000,2024-07-14 17:13:00,2024-07-14 17:32:09.000,19.15,1
ORD15001,2024-01-24 16:31:00,2024-01-24 16:42:34.200,11.57,0
ORD15002,2024-10-22 23:58:00,2024-10-23 00:06:00.000,8.0,0
ORD15003,2024-12-24 08:39:00,2024-12-24 08:47:00.000,8.0,0
ORD15004,2024-12-11 23:24:00,2024-12-11 23:37:58.800,13.98,0
ORD15005,2024-09-25 23:32:00,2024-09-25 23:41:10.800,9.18,0
ORD15006,2024-12-11 19:29:00,2024-12-11 19:42:09.600,13.16,0
ORD15007,2024-01-30 02:24:00,2024-01-30 02:32:31.200,8.52,0
ORD15008,2024-01-01 11:23:00,2024-01-01 11:36:55.200,13.92,0
ORD15009,2024-11-10 18:07:00,2024-11-10 18:21:41.400,14.69,0
ORD15010,2024-05-06 13:44:00,2024-05-06 13:57:31.800,13.53,0
ORD15011,2024-01-04 04:37:00,2024-01-04 04:47:54.600,10.91,0
ORD15012,2024-08-12 08:26:00,2024-08-12 08:41:38.400,15.64,0
ORD15013,2024-02-16 09:10:00,2024-02-16 09:21:48.000,11.8,0
ORD15014,2024-02-17 10:50:00,2024-02-17 11:02:25.800,12.43,0
ORD15015,2024-10-25 21:37:00,2024-10-25 21:48:28.200,11.47,0
ORD15016,2024-09-01 07:43:00,2024-09-01 07:55:12.000,12.2,0
ORD15017,2024-11-30 22:46:00,2024-11-30 23:04:36.600,18.61,1
ORD15018,2024-04-20 16:42:00,2024-04-20 16:54:59.400,12.99,0
ORD15019,2024-12-25 15:41:00,2024-12-25 15:50:11.400,9.19,0
ORD15020,2024-06-09 07:28:00,2024-06-09 07:38:07.200,10.12,0
ORD15021,2024-11-02 02:06:00,2024-11-02 02:18:10.200,12.17,0
ORD15022,2024-10-26 02:14:00,2024-10-26 02:24:37.200,10.62,0
ORD15023,2024-11-25 15:38:00,2024-11-25 15:53:51.000,15.85,0
ORD15024,2024-07-18 22:49:00,2024-07-18 22:57:45.000,8.75,0
ORD15025,2024-09-11 10:58:00,2024-09-11 11:10:38.400,12.64,0
ORD15026,2024-01-23 16:19:00,2024-01-23 16:35:01.800,16.03,0
ORD15027,2024-11-22 21:19:00,2024-11-22 21:30:06.600,11.11,0
ORD15028,2024-02-26 02:29:00,2024-02-26 02:43:19.200,14.32,0
ORD15029,2024-08-29 07:59:00,2024-08-29 08:11:52.800,12.88,0
ORD15030,2024-03-02 02:17:00,2024-03-02 02:29:54.600,12.91,0
ORD15031,2024-11-07 07:05:00,2024-11-07 07:19:32.400,14.54,0
ORD15032,2024-08-20 02:25:00,2024-08-20 02:33:00.000,8.0,0
ORD15033,2024-06-12 01:53:00,2024-06-12 02:09:36.600,16.61,0
ORD15034,2024-09-04 03:13:00,2024-09-04 03:21:00.000,8.0,0
ORD15035,2024-03-11 22:59:00,2024-03-11 23:15:24.600,16.41,0
ORD15036,2024-01-16 05:56:00,2024-01-16 06:10:18.000,14.3,0
ORD15037,2024-08-15 15:26:00,2024-08-15 15:40:25.200,14.42,0
ORD15038,2024-09-27 11:52:00,2024-09-27 12:09:50.400,17.84,0
ORD15039,2024-09-12 12:02:00,2024-09-12 12:18:33.000,16.55,0
ORD15040,2024-08-22 09:59:00,2024-08-22 10:14:26.400,15.44,0
ORD15041,2024-06-12 19:40:00,2024-06-12 19:52:07.200,12.12,0
ORD15042,2024-11-20 23:56:00,2024-11-21 00:07:55.200,11.92,0
ORD15043,2024-06-22 17:22:00,2024-06-22 17:37:31.200,15.52,0
ORD15044,2024-10-25 15:19:00,2024-10-25 15:33:21.600,14.36,0
ORD15045,2024-09-13 20:11:00,2024-09-13 20:24:54.000,13.9,0
ORD15046,2024-08-16 20:47:00,2024-08-16 20:59:49.800,12.83,0
ORD15047,2024-05-21 19:31:00,2024-05-21 19:42:46.800,11.78,0
ORD15048,2024-04-05 13:45:00,2024-04-05 13:53:49.800,8.83,0
ORD15049,2024-04-08 14:27:00,2024-04-08 14:41:55.800,14.93,0
ORD15050,2024-06-15 13:41:00,2024-06-15 13:53:27.000,12.45,0
ORD15051,2024-04-14 17:49:00,2024-04-14 18:01:15.600,12.26,0
ORD15052,2024-09-06 15:38:00,2024-09-06 15:46:00.000,8.0,0
ORD15053,2024-05-13 06:21:00,2024-05-13 06:34:16.800,13.28,0
ORD15054,2024-05-10 17:09:00,2024-05-10 17:17:54.600,8.91,0
ORD15055,2024-03-30 00:09:00,2024-03-30 00:20:42.000,11.7,0
ORD15056,2024-03-07 23:56:00,2024-03-08 00:11:22.800,15.38,0
ORD15057,2024-12-04 07:01:00,2024-12-04 07:14:11.400,13.19,0
ORD15058,2024-02-27 16:20:00,2024-02-27 16:32:40.800,12.68,0
ORD15059,2024-10-09 03:41:00,2024-10-09 03:51:49.200,10.82,0
ORD15060,2024-05-19 10:42:00,2024-05-19 10:53:21.600,11.36,0
ORD15061,2024-04-20 16:35:00,2024-04-20 16:52:45.600,17.76,0
ORD15062,2024-03-09 15:33:00,2024-03-09 15:48:20.400,15.34,0
ORD15063,2024-12-10 13:38:00,2024-12-10 13:49:36.600,11.61,0
ORD15064,2024-03-03 23:48:00,2024-03-04 00:00:40.800,12.68,0
ORD15065,2024-03-31 00:28:00,2024-03-31 00:41:44.400,13.74,0
ORD15066,2024-07-16 23:58:00,2024-07-17 00:12:18.600,14.31,0
ORD15067,2024-10-22 22:36:00,2024-10-22 22:48:55.800,12.93,0
ORD15068,2024-06-28 15:04:00,2024-06-28 15:12:00.000,8.0,0
ORD15069,2024-12-23 17:47:00,2024-12-23 17:59:54.600,12.91,0
ORD15070,2024-07-15 11:16:00,2024-07-15 11:28:43.200,12.72,0
ORD15071,2024-01-22 06:38:00,2024-01-22 06:57:10.200,19.17,1
ORD15072,2024-05-08 17:24:00,2024-05-08 17:45:04.800,21.08,1
ORD15073,2024-08-02 19:53:00,2024-08-02 20:07:55.800,14.93,0
ORD15074,2024-01-24 15:57:00,2024-01-24 16:07:58.200,10.97,0
ORD15075,2024-06-02 07:05:00,2024-06-02 07:20:02.400,15.04,0
ORD15076,2024-08-10 03:38:00,2024-08-10 03:46:00.000,8.0,0
ORD15077,2024-05-21 21:37:00,2024-05-21 21:48:24.000,11.4,0
ORD15078,2024-02-20 09:46:00,2024-02-20 09:54:07.200,8.12,0
ORD15079,2024-08-26 11:11:00,2024-08-26 11:25:39.000,14.65,0
ORD15080,2024-03-27 14:55:00,2024-03-27 15:04:22.200,9.37,0
ORD15081,2024-06-02 10:03:00,2024-06-02 10:15:08.400,12.14,0
ORD15082,2024-05-14 23:45:00,2024-05-14 23:57:52.200,12.87,0
ORD15083,2024-12-28 00:17:00,2024-12-28 00:29:54.600,12.91,0
ORD15084,2024-04-30 04:09:00,2024-04-30 04:20:34.800,11.58,0
ORD15085,2024-02-27 02:05:00,2024-02-27 02:19:00.600,14.01,0
ORD15086,2024-07-22 04:59:00,2024-07-22 05:08:14.400,9.24,0
ORD15087,2024-04-29 02:19:00,2024-04-29 02:37:13.200,18.22,1
ORD15088,2024-05-19 21:14:00,2024-05-19 21:23:54.000,9.9,0
ORD15089,2024-07-29 19:06:00,2024-07-29 19:19:07.200,13.12,0
ORD15090,2024-07-06 12:38:00,2024-07-06 12:52:52.200,14.87,0
ORD15091,2024-12-06 12:37:00,2024-12-06 12:52:03.000,15.05,0
ORD15092,2024-04-22 07:00:00,2024-04-22 07:15:19.800,15.33,0
ORD15093,2024-09-15 05:13:00,2024-09-15 05:21:13.200,8.22,0
ORD15094,2024-06-25 20:13:00,2024-06-25 20:23:15.000,10.25,0
ORD15095,2024-08-31 16:16:00,2024-08-31 16:29:24.600,13.41,0
ORD15096,2024-06-17 12:50:00,2024-06-17 13:04:26.400,14.44,0
ORD15097,2024-08-17 08:55:00,2024-08-17 09:11:46.200,16.77,0
ORD15098,2024-02-24 21:57:00,2024-02-24 22:08:27.600,11.46,0
ORD15099,2024-11-24 05:34:00,2024-11-24 05:44:17.400,10.29,0
ORD15100,2024-01-22 12:30:00,2024-01-22 12:41:21.600,11.36,0
ORD15101,2024-01-01 16:48:00,2024-01-01 17:07:46.800,19.78,1
ORD15102,2024-05-26 02:20:00,2024-05-26 02:37:30.000,17.5,0
ORD15103,2024-01-30 13:40:00,2024-01-30 13:52:29.400,12.49,0
ORD15104,2024-10-23 20:01:00,2024-10-23 20:17:51.000,16.85,0
ORD15105,2024-07-30 00:11:00,2024-07-30 00:22:16.800,11.28,0
ORD15106,2024-03-05 10:48:00,2024-03-05 11:03:51.600,15.86,0
ORD15107,2024-03-09 00:45:00,2024-03-09 00:53:51.600,8.86,0
ORD15108,2024-09-24 04:35:00,2024-09-24 04:49:04.200,14.07,0
ORD15109,2024-01-15 02:11:00,2024-01-15 02:27:03.600,16.06,0
ORD15110,2024-09-18 08:43:00,2024-09-18 08:55:01.200,12.02,0
ORD15111,2024-11-03 03:36:00,2024-11-03 03:50:50.400,14.84,0
ORD15112,2024-05-26 06:31:00,2024-05-26 06:42:19.200,11.32,0
ORD15113,2024-06-03 08:09:00,2024-06-03 08:22:54.600,13.91,0
ORD15114,2024-03-14 12:07:00,2024-03-14 12:18:33.600,11.56,0
ORD15115,2024-03-16 10:19:00,2024-03-16 10:34:27.600,15.46,0
ORD15116,2024-03-24 05:05:00,2024-03-24 05:14:12.600,9.21,0
ORD15117,2024-07-29 12:18:00,2024-07-29 12:27:57.000,9.95,0
ORD15118,2024-07-07 16:31:00,2024-07-07 16:47:55.200,16.92,0
ORD15119,2024-05-02 09:16:00,2024-05-02 09:24:00.000,8.0,0
ORD15120,2024-09-27 09:47:00,2024-09-27 09:58:04.800,11.08,0
ORD15121,2024-05-21 19:09:00,2024-05-21 19:21:34.200,12.57,0
ORD15122,2024-08-24 20:59:00,2024-08-24 21:13:03.600,14.06,0
ORD15123,2024-11-28 15:58:00,2024-11-28 16:09:34.200,11.57,0
ORD15124,2024-09-15 00:28:00,2024-09-15 00:37:37.200,9.62,0
ORD15125,2024-10-13 11:48:00,2024-10-13 12:04:40.800,16.68,0
ORD15126,2024-12-11 10:57:00,2024-12-11 11:13:09.600,16.16,0
ORD15127,2024-06-04 19:54:00,2024-06-04 20:05:51.600,11.86,0
ORD15128,2024-09-23 07:03:00,2024-09-23 07:11:00.000,8.0,0
ORD15129,2024-05-10 14:10:00,2024-05-10 14:23:55.200,13.92,0
ORD15130,2024-11-17 06:58:00,2024-11-17 07:11:33.000,13.55,0
ORD15131,2024-03-20 14:11:00,2024-03-20 14:22:00.000,11.0,0
ORD15132,2024-02-24 17:22:00,2024-02-24 17:30:00.000,8.0,0
ORD15133,2024-04-21 17:37:00,2024-04-21 17:49:11.400,12.19,0
ORD15134,2024-04-01 07:51:00,2024-04-01 08:06:18.000,15.3,0
ORD15135,2024-09-20 07:23:00,2024-09-20 07:38:45.000,15.75,0
ORD15136,2024-09-06 13:57:00,2024-09-06 14:09:52.200,12.87,0
ORD15137,2024-09-30 16:58:00,2024-09-30 17:09:07.800,11.13,0
ORD15138,2024-04-26 04:34:00,2024-04-26 04:49:12.000,15.2,0
ORD15139,2024-07-24 10:29:00,2024-07-24 10:38:35.400,9.59,0
ORD15140,2024-04-18 21:39:00,2024-04-18 21:47:56.400,8.94,0
ORD15141,2024-12-15 00:06:00,2024-12-15 00:18:43.800,12.73,0
ORD15142,2024-08-31 12:53:00,2024-08-31 13:10:38.400,17.64,0
ORD15143,2024-04-12 05:19:00,2024-04-12 05:36:45.000,17.75,0
ORD15144,2024-10-14 06:40:00,2024-10-14 06:49:03.000,9.05,0
ORD15145,2024-10-27 01:01:00,2024-10-27 01:12:41.400,11.69,0
ORD15146,2024-07-24 07:23:00,2024-07-24 07:43:18.000,20.3,1
ORD15147,2024-06-25 18:44:00,2024-06-25 18:54:55.800,10.93,0
ORD15148,2024-11-28 01:51:00,2024-11-28 02:08:51.600,17.86,0
ORD15149,2024-04-14 06:05:00,2024-04-14 06:20:55.800,15.93,0
ORD15150,2024-07-25 11:09:00,2024-07-25 11:25:34.200,16.57,0
ORD15151,2024-11-07 09:39:00,2024-11-07 09:50:39.600,11.66,0
ORD15152,2024-11-28 04:16:00,2024-11-28 04:27:45.000,11.75,0
ORD15153,2024-10-31 04:31:00,2024-10-31 04:41:16.200,10.27,0
ORD15154,2024-04-27 05:03:00,2024-04-27 05:18:24.000,15.4,0
ORD15155,2024-03-04 11:10:00,2024-03-04 11:18:05.400,8.09,0
ORD15156,2024-11-23 19:33:00,2024-11-23 19:45:30.600,12.51,0
ORD15157,2024-08-31 03:53:00,2024-08-31 04:10:54.000,17.9,0
ORD15158,2024-12-12 17:50:00,2024-12-12 18:04:46.800,14.78,0
ORD15159,2024-02-18 16:02:00,2024-02-18 16:18:00.600,16.01,0
ORD15160,2024-05-14 05:44:00,2024-05-14 05:52:04.200,8.07,0
ORD15161,2024-11-19 17:24:00,2024-11-19 17:34:01.200,10.02,0
ORD15162,2024-02-16 12:13:00,2024-02-16 12:29:33.000,16.55,0
ORD15163,2024-09-09 22:48:00,2024-09-09 23:01:22.800,13.38,0
ORD15164,2024-08-08 22:45:00,2024-08-08 22:54:52.800,9.88,0
ORD15165,2024-12-21 01:21:00,2024-12-21 01:35:52.800,14.88,0
ORD15166,2024-03-06 06:10:00,2024-03-06 06:21:24.000,11.4,0
ORD15167,2024-11-24 00:02:00,2024-11-24 00:22:36.600,20.61,1
ORD15168,2024-03-14 02:42:00,2024-03-14 02:56:48.000,14.8,0
ORD15169,2024-04-18 16:43:00,2024-04-18 16:53:13.800,10.23,0
ORD15170,2024-10-29 16:03:00,2024-10-29 16:18:38.400,15.64,0
ORD15171,2024-04-07 22:14:00,2024-04-07 22:31:50.400,17.84,0
ORD15172,2024-11-01 14:09:00,2024-11-01 14:21:58.800,12.98,0
ORD15173,2024-10-24 02:30:00,2024-10-24 02:40:42.000,10.7,0
ORD15174,2024-07-16 13:33:00,2024-07-16 13:46:07.800,13.13,0
ORD15175,2024-03-07 21:17:00,2024-03-07 21:28:09.600,11.16,0
ORD15176,2024-12-13 08:06:00,2024-12-13 08:18:13.800,12.23,0
ORD15177,2024-09-08 16:26:00,2024-09-08 16:34:49.800,8.83,0
ORD15178,2024-08-26 03:28:00,2024-08-26 03:43:37.800,15.63,0
ORD15179,2024-08-06 05:05:00,2024-08-06 05:14:33.000,9.55,0
ORD15180,2024-07-19 19:54:00,2024-07-19 20:08:49.200,14.82,0
ORD15181,2024-09-06 02:37:00,2024-09-06 02:49:05.400,12.09,0
ORD15182,2024-07-08 08:08:00,2024-07-08 08:21:40.200,13.67,0
ORD15183,2024-02-04 15:43:00,2024-02-04 15:54:34.800,11.58,0
ORD15184,2024-12-02 11:58:00,2024-12-02 12:11:35.400,13.59,0
ORD15185,2024-05-11 07:45:00,2024-05-11 07:59:18.000,14.3,0
ORD15186,2024-01-15 09:48:00,2024-01-15 09:59:57.000,11.95,0
ORD15187,2024-04-06 11:47:00,2024-04-06 11:55:00.000,8.0,0
ORD15188,2024-08-09 18:05:00,2024-08-09 18:19:00.600,14.01,0
ORD15189,2024-05-07 21:39:00,2024-05-07 21:53:10.200,14.17,0
ORD15190,2024-11-13 18:30:00,2024-11-13 18:38:42.000,8.7,0
ORD15191,2024-12-27 02:16:00,2024-12-27 02:26:03.600,10.06,0
ORD15192,2024-09-26 18:03:00,2024-09-26 18:14:57.600,11.96,0
ORD15193,2024-08-18 11:42:00,2024-08-18 11:50:00.000,8.0,0
ORD15194,2024-04-20 04:52:00,2024-04-20 05:07:07.200,15.12,0
ORD15195,2024-04-23 18:29:00,2024-04-23 18:40:31.800,11.53,0
ORD15196,2024-12-12 14:40:00,2024-12-12 14:53:52.200,13.87,0
ORD15197,2024-11-02 02:50:00,2024-11-02 02:59:48.600,9.81,0
ORD15198,2024-02-07 17:09:00,2024-02-07 17:28:03.000,19.05,1
ORD15199,2024-10-27 07:52:00,2024-10-27 08:00:44.400,8.74,0
ORD15200,2024-09-14 07:18:00,2024-09-14 07:29:30.000,11.5,0
ORD15201,2024-04-20 18:51:00,2024-04-20 19:07:36.000,16.6,0
ORD15202,2024-12-06 07:08:00,2024-12-06 07:17:33.000,9.55,0
ORD15203,2024-12-07 11:38:00,2024-12-07 11:51:16.200,13.27,0
ORD15204,2024-08-25 11:39:00,2024-08-25 11:53:52.800,14.88,0
ORD15205,2024-06-13 13:25:00,2024-06-13 13:33:28.800,8.48,0
ORD15206,2024-05-23 01:40:00,2024-05-23 01:50:59.400,10.99,0
ORD15207,2024-03-29 15:54:00,2024-03-29 16:07:34.200,13.57,0
ORD15208,2024-10-03 18:31:00,2024-10-03 18:45:21.600,14.36,0
ORD15209,2024-04-05 03:53:00,2024-04-05 04:03:31.800,10.53,0
ORD15210,2024-05-31 04:39:00,2024-05-31 04:57:31.200,18.52,1
ORD15211,2024-12-03 14:18:00,2024-12-03 14:32:26.400,14.44,0
ORD15212,2024-09-14 06:53:00,2024-09-14 07:08:19.800,15.33,0
ORD15213,2024-12-21 23:44:00,2024-12-21 23:59:09.000,15.15,0
ORD15214,2024-08-16 07:01:00,2024-08-16 07:09:18.600,8.31,0
ORD15215,2024-01-31 10:18:00,2024-01-31 10:30:39.600,12.66,0
ORD15216,2024-12-02 00:50:00,2024-12-02 01:02:57.000,12.95,0
ORD15217,2024-05-10 15:25:00,2024-05-10 15:37:14.400,12.24,0
ORD15218,2024-07-12 16:16:00,2024-07-12 16:29:37.200,13.62,0
ORD15219,2024-07-05 12:04:00,2024-07-05 12:12:00.000,8.0,0
ORD15220,2024-10-23 16:32:00,2024-10-23 16:45:22.800,13.38,0
ORD15221,2024-12-21 03:36:00,2024-12-21 03:48:05.400,12.09,0
ORD15222,2024-05-09 01:18:00,2024-05-09 01:26:00.000,8.0,0
ORD15223,2024-08-07 08:18:00,2024-08-07 08:32:16.200,14.27,0
ORD15224,2024-09-19 10:21:00,2024-09-19 10:30:27.600,9.46,0
ORD15225,2024-03-06 04:56:00,2024-03-06 05:07:51.600,11.86,0
ORD15226,2024-09-02 02:05:00,2024-09-02 02:17:14.400,12.24,0
ORD15227,2024-02-08 06:24:00,2024-02-08 06:32:00.000,8.0,0
ORD15228,2024-10-22 10:04:00,2024-10-22 10:12:00.000,8.0,0
ORD15229,2024-04-01 18:38:00,2024-04-01 18:52:38.400,14.64,0
ORD15230,2024-03-29 09:28:00,2024-03-29 09:39:11.400,11.19,0
ORD15231,2024-12-29 19:49:00,2024-12-29 20:00:49.200,11.82,0
ORD15232,2024-03-29 19:42:00,2024-03-29 19:55:13.200,13.22,0
ORD15233,2024-04-24 01:15:00,2024-04-24 01:23:00.000,8.0,0
ORD15234,2024-12-22 19:56:00,2024-12-22 20:07:46.800,11.78,0
ORD15235,2024-03-21 19:46:00,2024-03-21 19:58:40.200,12.67,0
ORD15236,2024-05-15 08:31:00,2024-05-15 08:49:17.400,18.29,1
ORD15237,2024-03-15 09:18:00,2024-03-15 09:28:14.400,10.24,0
ORD15238,2024-10-02 01:46:00,2024-10-02 02:01:22.200,15.37,0
ORD15239,2024-10-31 17:43:00,2024-10-31 17:55:59.400,12.99,0
ORD15240,2024-12-15 08:24:00,2024-12-15 08:33:35.400,9.59,0
ORD15241,2024-03-01 22:00:00,2024-03-01 22:11:06.000,11.1,0
ORD15242,2024-07-25 14:47:00,2024-07-25 15:02:36.000,15.6,0
ORD15243,2024-05-16 07:36:00,2024-05-16 07:51:19.800,15.33,0
ORD15244,2024-10-27 20:58:00,2024-10-27 21:09:26.400,11.44,0
ORD15245,2024-07-21 10:25:00,2024-07-21 10:39:01.800,14.03,0
ORD15246,2024-12-10 04:51:00,2024-12-10 05:00:53.400,9.89,0
ORD15247,2024-11-29 03:40:00,2024-11-29 03:52:28.200,12.47,0
ORD15248,2024-11-09 22:39:00,2024-11-09 22:50:42.600,11.71,0
ORD15249,2024-01-28 00:08:00,2024-01-28 00:23:48.000,15.8,0
ORD15250,2024-06-08 05:39:00,2024-06-08 05:53:23.400,14.39,0
ORD15251,2024-11-07 21:15:00,2024-11-07 21:25:58.200,10.97,0
ORD15252,2024-04-20 08:04:00,2024-04-20 08:15:16.200,11.27,0
ORD15253,2024-12-05 16:13:00,2024-12-05 16:25:54.600,12.91,0
ORD15254,2024-03-10 21:15:00,2024-03-10 21:27:31.200,12.52,0
ORD15255,2024-06-14 18:23:00,2024-06-14 18:35:09.600,12.16,0
ORD15256,2024-04-24 00:01:00,2024-04-24 00:12:56.400,11.94,0
ORD15257,2024-04-20 21:00:00,2024-04-20 21:17:08.400,17.14,0
ORD15258,2024-10-26 18:25:00,2024-10-26 18:36:38.400,11.64,0
ORD15259,2024-09-16 06:56:00,2024-09-16 07:09:54.000,13.9,0
ORD15260,2024-12-02 14:18:00,2024-12-02 14:38:16.200,20.27,1
ORD15261,2024-07-13 01:54:00,2024-07-13 02:04:27.600,10.46,0
ORD15262,2024-02-17 07:53:00,2024-02-17 08:06:34.800,13.58,0
ORD15263,2024-10-02 05:04:00,2024-10-02 05:17:43.800,13.73,0
ORD15264,2024-06-25 17:02:00,2024-06-25 17:14:58.200,12.97,0
ORD15265,2024-10-22 03:11:00,2024-10-22 03:24:07.200,13.12,0
ORD15266,2024-11-03 13:23:00,2024-11-03 13:33:21.600,10.36,0
ORD15267,2024-06-21 22:45:00,2024-06-21 22:59:04.800,14.08,0
ORD15268,2024-12-21 17:35:00,2024-12-21 17:43:00.000,8.0,0
ORD15269,2024-02-14 04:56:00,2024-02-14 05:14:23.400,18.39,1
ORD15270,2024-08-24 11:29:00,2024-08-24 11:47:08.400,18.14,1
ORD15271,2024-10-04 10:50:00,2024-10-04 11:02:00.600,12.01,0
ORD15272,2024-05-27 15:53:00,2024-05-27 16:09:09.600,16.16,0
ORD15273,2024-03-18 15:28:00,2024-03-18 15:40:07.200,12.12,0
ORD15274,2024-09-04 22:51:00,2024-09-04 23:04:01.800,13.03,0
ORD15275,2024-05-13 09:54:00,2024-05-13 10:04:57.600,10.96,0
ORD15276,2024-11-17 19:48:00,2024-11-17 20:03:27.600,15.46,0
ORD15277,2024-09-09 06:49:00,2024-09-09 07:00:15.600,11.26,0
ORD15278,2024-02-13 08:08:00,2024-02-13 08:23:21.600,15.36,0
ORD15279,2024-09-21 01:24:00,2024-09-21 01:36:52.200,12.87,0
ORD15280,2024-03-01 06:04:00,2024-03-01 06:16:57.000,12.95,0
ORD15281,2024-07-11 00:45:00,2024-07-11 00:53:31.800,8.53,0
ORD15282,2024-08-14 17:30:00,2024-08-14 17:43:10.800,13.18,0
ORD15283,2024-03-21 09:57:00,2024-03-21 10:06:33.600,9.56,0
ORD15284,2024-03-30 02:25:00,2024-03-30 02:38:10.800,13.18,0
ORD15285,2024-11-15 00:33:00,2024-11-15 00:51:49.200,18.82,1
ORD15286,2024-06-27 16:43:00,2024-06-27 16:51:49.800,8.83,0
ORD15287,2024-06-12 10:15:00,2024-06-12 10:27:33.600,12.56,0
ORD15288,2024-04-26 19:45:00,2024-04-26 19:56:05.400,11.09,0
ORD15289,2024-11-10 12:32:00,2024-11-10 12:41:52.800,9.88,0
ORD15290,2024-11-20 02:02:00,2024-11-20 02:12:37.800,10.63,0
ORD15291,2024-08-26 18:01:00,2024-08-26 18:18:24.600,17.41,0
ORD15292,2024-05-02 16:17:00,2024-05-02 16:35:12.600,18.21,1
ORD15293,2024-10-02 01:32:00,2024-10-02 01:41:51.600,9.86,0
ORD15294,2024-12-11 05:14:00,2024-12-11 05:28:12.000,14.2,0
ORD15295,2024-02-16 23:25:00,2024-02-16 23:35:14.400,10.24,0
ORD15296,2024-03-04 10:04:00,2024-03-04 10:14:58.200,10.97,0
ORD15297,2024-03-29 16:30:00,2024-03-29 16:38:00.000,8.0,0
ORD15298,2024-09-20 10:04:00,2024-09-20 10:23:24.000,19.4,1
ORD15299,2024-12-19 10:14:00,2024-12-19 10:30:17.400,16.29,0
ORD15300,2024-03-30 11:48:00,2024-03-30 11:59:02.400,11.04,0
ORD15301,2024-12-30 06:07:00,2024-12-30 06:20:51.000,13.85,0
ORD15302,2024-07-17 17:56:00,2024-07-17 18:07:48.000,11.8,0
ORD15303,2024-12-08 21:46:00,2024-12-08 22:01:50.400,15.84,0
ORD15304,2024-08-26 21:31:00,2024-08-26 21:42:58.800,11.98,0
ORD15305,2024-06-20 05:19:00,2024-06-20 05:31:25.200,12.42,0
ORD15306,2024-04-08 04:36:00,2024-04-08 04:47:00.600,11.01,0
ORD15307,2024-01-19 23:10:00,2024-01-19 23:24:48.600,14.81,0
ORD15308,2024-04-09 23:53:00,2024-04-10 00:12:37.800,19.63,1
ORD15309,2024-10-07 17:12:00,2024-10-07 17:24:09.000,12.15,0
ORD15310,2024-10-12 03:07:00,2024-10-12 03:19:06.600,12.11,0
ORD15311,2024-07-20 19:37:00,2024-07-20 19:49:55.200,12.92,0
ORD15312,2024-07-27 10:10:00,2024-07-27 10:23:46.800,13.78,0
ORD15313,2024-01-23 11:13:00,2024-01-23 11:25:06.000,12.1,0
ORD15314,2024-05-31 13:55:00,2024-05-31 14:06:49.200,11.82,0
ORD15315,2024-05-18 20:34:00,2024-05-18 20:47:15.000,13.25,0
ORD15316,2024-10-17 07:13:00,2024-10-17 07:21:00.000,8.0,0
ORD15317,2024-06-15 20:36:00,2024-06-15 20:47:21.600,11.36,0
ORD15318,2024-01-27 19:58:00,2024-01-27 20:06:00.000,8.0,0
ORD15319,2024-12-04 16:18:00,2024-12-04 16:29:31.200,11.52,0
ORD15320,2024-09-27 00:00:00,2024-09-27 00:10:09.600,10.16,0
ORD15321,2024-09-07 14:03:00,2024-09-07 14:17:52.800,14.88,0
ORD15322,2024-07-28 01:48:00,2024-07-28 01:58:47.400,10.79,0
ORD15323,2024-01-30 11:03:00,2024-01-30 11:14:54.000,11.9,0
ORD15324,2024-12-14 02:29:00,2024-12-14 02:37:00.000,8.0,0
ORD15325,2024-04-28 03:37:00,2024-04-28 03:53:04.200,16.07,0
ORD15326,2024-10-26 01:03:00,2024-10-26 01:12:44.400,9.74,0
ORD15327,2024-12-15 07:02:00,2024-12-15 07:13:33.000,11.55,0
ORD15328,2024-09-14 12:29:00,2024-09-14 12:44:19.800,15.33,0
ORD15329,2024-07-23 02:06:00,2024-07-23 02:21:21.000,15.35,0
ORD15330,2024-07-22 04:40:00,2024-07-22 04:49:40.200,9.67,0
ORD15331,2024-07-21 19:59:00,2024-07-21 20:13:34.800,14.58,0
ORD15332,2024-01-09 19:15:00,2024-01-09 19:24:33.000,9.55,0
ORD15333,2024-07-25 02:43:00,2024-07-25 02:56:42.000,13.7,0
ORD15334,2024-07-03 10:17:00,2024-07-03 10:27:39.000,10.65,0
ORD15335,2024-11-05 04:59:00,2024-11-05 05:08:57.000,9.95,0
ORD15336,2024-09-10 08:35:00,2024-09-10 08:48:06.600,13.11,0
ORD15337,2024-07-22 11:31:00,2024-07-22 11:41:49.800,10.83,0
