customer_id,location,loyalty_score,signup_date
CUST0812,South,28,2020-01-26
CUST0813,North,41,2023-03-21
CUST0814,North,66,2021-08-05
CUST0815,South,25,2022-08-19
CUST0816,West,58,2022-09-07
CUST0817,North,41,2022-06-21
CUST0818,North,6,2021-11-28
CUST0819,Central,75,2021-01-12
CUST0820,West,38,2020-04-15
CUST0821,North,6,2021-06-01
CUST0822,West,45,2022-09-05
CUST0823,South,75,2020-08-21
CUST0824,East,14,2020-05-13
CUST0825,North,66,2022-03-31
CUST0826,Central,40,2022-10-04
CUST0827,South,3,2020-05-31
CUST0828,West,99,2023-03-27
CUST0829,South,97,2023-07-13
CUST0830,North,24,2020-04-19
CUST0831,West,19,2020-11-06
CUST0832,East,18,2020-11-01
CUST0833,South,64,2023-02-26
CUST0834,North,88,2021-09-14
CUST0835,Central,35,2020-06-23
CUST0836,West,62,2021-05-23
CUST0837,South,1,2020-08-30
CUST0838,South,100,2023-02-16
CUST0839,East,25,2022-05-02
CUST0840,East,45,2023-05-26
CUST0841,Central,49,2023-05-05
CUST0842,Central,98,2023-06-20
CUST0843,North,89,2021-04-07
CUST0844,North,16,2022-12-06
CUST0845,Central,98,2022-02-18
CUST0846,Central,93,2022-07-11
CUST0847,West,19,2022-06-25
CUST0848,East,23,2021-08-31
CUST0849,North,83,2023-04-20
CUST0850,East,25,2022-05-28
CUST0851,East,16,2021-09-17
CUST0852,Central,54,2023-03-10
CUST0853,West,73,2023-06-25
CUST0854,South,1,2020-05-03
CUST0855,West,42,2023-06-02
CUST0856,West,19,2020-07-22
CUST0857,East,97,2021-03-01
CUST0858,West,34,2023-07-05
CUST0859,North,80,2021-03-08
CUST0860,East,55,2021-06-25
CUST0861,North,18,2020-06-15
CUST0862,South,34,2020-11-17
CUST0863,East,89,2021-05-06
CUST0864,South,45,2020-12-21
CUST0865,East,6,2023-02-04
CUST0866,Central,21,2020-06-02
CUST0867,West,70,2020-11-16
CUST0868,Central,96,2020-01-06
CUST0869,South,48,2022-04-16
CUST0870,West,39,2022-07-11
CUST0871,East,31,2023-05-01
CUST0872,West,10,2022-08-20
CUST0873,North,30,2021-08-19
CUST0874,West,18,2020-03-07
CUST0875,North,60,2021-04-19
CUST0876,West,88,2021-08-13
CUST0877,North,73,2021-08-02
CUST0878,South,95,2022-07-18
CUST0879,Central,15,2020-05-25
CUST0880,East,4,2021-04-23
CUST0881,West,63,2021-06-25
CUST0882,Central,40,2023-07-04
CUST0883,East,9,2023-04-22
CUST0884,East,9,2021-02-09
CUST0885,North,26,2022-05-20
CUST0886,South,4,2020-08-23
CUST0887,South,81,2023-01-20
CUST0888,Central,16,2021-04-05
CUST0889,South,15,2020-11-01
CUST0890,West,99,2021-06-28
CUST0891,South,52,2020-10-18
CUST0892,Central,69,2020-05-26
CUST0893,South,5,2020-05-02
CUST0894,West,20,2020-12-05
CUST0895,North,79,2021-09-21
CUST0896,Central,18,2023-05-03
CUST0897,North,2,2023-03-11
CUST0898,North,93,2021-08-14
CUST0899,North,13,2022-06-18
CUST0900,East,4,2020-09-11
CUST0901,East,42,2022-08-17
CUST0902,North,74,2021-09-14
CUST0903,Central,61,2022-04-04
CUST0904,West,95,2021-07-11
CUST0905,West,8,2022-10-21
CUST0906,South,67,2023-01-10
CUST0907,Central,63,2022-10-08
CUST0908,East,9,2022-06-15
CUST0909,North,94,2020-06-13
CUST0910,South,11,2023-05-09
CUST0911,West,99,2020-03-22
CUST0912,East,42,2022-06-03
CUST0913,East,13,2021-10-22
CUST0914,North,36,2023-05-21
CUST0915,West,13,2021-05-27
CUST0916,Central,12,2020-02-22
CUST0917,East,37,2020-07-06
CUST0918,North,74,2021-04-13
CUST0919,Central,73,2023-03-24
CUST0920,West,52,2023-04-17
CUST0921,East,71,2020-02-12
CUST0922,Central,2,2021-07-05
CUST0923,Central,56,2023-03-26
CUST0924,Central,60,2020-03-23
CUST0925,East,23,2020-12-24
CUST0926,East,40,2022-08-21
CUST0927,South,64,2022-11-28
CUST0928,West,85,2022-06-24
CUST0929,North,23,2021-07-23
CUST0930,Central,29,2021-01-06
CUST0931,South,78,2023-04-13
CUST0932,North,90,2022-06-11
CUST0933,South,51,2023-07-24
CUST0934,East,69,2022-10-04
CUST0935,Central,95,2020-07-05
CUST0936,North,89,2022-08-20
CUST0937,North,31,2021-12-13
CUST0938,North,50,2022-04-16
CUST0939,North,20,2021-11-13
CUST0940,North,55,2021-10-19
CUST0941,South,81,2020-08-02
CUST0942,Central,2,2020-11-25
CUST0943,East,25,2021-11-06
CUST0944,East,13,2022-04-23
CUST0945,East,92,2022-10-11
CUST0946,East,70,2021-08-13
CUST0947,South,67,2022-03-31
CUST0948,West,58,2023-01-31
CUST0949,Central,99,2020-03-16
CUST0950,North,82,2022-07-20
CUST0951,West,75,2020-06-29
CUST0952,East,84,2021-10-06
CUST0953,West,64,2021-05-31
CUST0954,Central,69,2021-10-24
CUST0955,North,83,2020-08-25
CUST0956,North,86,2022-04-07
CUST0957,Central,59,2022-11-19
CUST0958,Central,60,2020-01-03
CUST0959,East,83,2023-01-16
CUST0960,North,62,2022-08-04
CUST0961,West,16,2022-04-26
CUST0962,South,88,2020-04-21
CUST0963,South,68,2021-01-19
CUST0964,Central,15,2022-11-27
CUST0965,East,89,2022-01-10
CUST0966,South,55,2023-06-29
CUST0967,North,35,2022-10-17
CUST0968,Central,55,2023-07-04
CUST0969,West,14,2022-06-24
CUST0970,Central,49,2020-04-15
CUST0971,West,83,2021-02-20
CUST0972,Central,100,2021-06-30
CUST0973,Central,7,2023-01-29
CUST0974,Central,30,2020-09-25
CUST0975,West,83,2021-08-12
CUST0976,West,49,2022-06-16
CUST0977,Central,89,2022-09-19
CUST0978,South,16,2020-09-05
CUST0979,East,51,2020-02-29
CUST0980,East,72,2023-07-14
CUST0981,East,82,2023-05-31
CUST0982,West,92,2021-05-05
CUST0983,West,80,2020-11-20
CUST0984,South,83,2021-09-28
CUST0985,East,42,2023-02-02
CUST0986,East,17,2020-01-29
CUST0987,Central,63,2023-02-05
CUST0988,West,45,2022-04-15
CUST0989,East,77,2020-07-09
CUST0990,South,7,2021-04-05
CUST0991,South,27,2020-08-20
CUST0992,East,10,2022-08-03
CUST0993,West,34,2020-08-28
CUST0994,South,36,2020-11-11
CUST0995,Central,25,2022-10-17
CUST0996,South,6,2021-08-20
CUST0997,North,24,2022-11-08
CUST0998,North,18,2021-07-13
CUST0999,West,87,2022-04-30
CUST1000,East,6,2022-09-15
CUST1001,West,29,2022-08-25
CUST1002,West,25,2021-05-14
CUST1003,West,55,2022-07-24
CUST1004,West,81,2023-02-02
CUST1005,Central,46,2020-10-23
CUST1006,Central,24,2022-02-24
CUST1007,South,75,2021-01-25
CUST1008,North,26,2023-05-12
CUST1009,West,98,2022-11-06
CUST1010,South,28,2020-10-06
CUST1011,North,3,2020-05-22
CUST1012,East,75,2021-07-19
CUST1013,Central,38,2022-04-29
CUST1014,North,61,2021-11-27
CUST1015,East,78,2022-11-05
CUST1016,North,51,2021-07-01
CUST1017,Central,90,2020-01-06
CUST1018,Central,48,2021-08-02
CUST1019,South,21,2021-09-03
CUST1020,West,54,2023-04-17
CUST1021,North,56,2023-04-02
CUST1022,North,94,2022-09-29
CUST1023,East,59,2020-10-31
CUST1024,Central,72,2022-07-03
CUST1025,North,51,2023-01-08
CUST1026,Central,20,2022-09-18
CUST1027,North,96,2021-12-07
CUST1028,South,86,2021-11-11
CUST1029,West,59,2023-02-04
CUST1030,North,71,2023-01-17
CUST1031,Central,9,2022-02-11
CUST1032,South,1,2022-07-21
CUST1033,North,29,2021-10-21
CUST1034,East,63,2021-01-21
CUST1035,West,72,2021-05-04
CUST1036,North,56,2023-03-17
CUST1037,South,68,2022-02-23
CUST1038,East,35,2021-04-23
CUST1039,South,3,2022-04-21
CUST1040,South,7,2020-03-30
CUST1041,East,27,2021-10-13
CUST1042,South,1,2022-08-26
CUST1043,East,91,2022-02-19
CUST1044,North,80,2022-03-01
CUST1045,East,71,2020-11-07
CUST1046,East,44,2022-10-11
CUST1047,West,87,2020-03-16
CUST1048,East,41,2020-09-15
CUST1049,East,75,2022-10-25
CUST1050,North,42,2023-04-23
CUST1051,West,33,2021-11-10
CUST1052,Central,50,2020-07-24
CUST1053,North,63,2022-06-20
CUST1054,North,100,2020-07-23
CUST1055,Central,37,2022-12-13
CUST1056,East,59,2022-07-24
CUST1057,South,81,2020-02-01
CUST1058,West,99,2020-10-22
CUST1059,South,48,2022-04-19
CUST1060,Central,5,2020-11-12
CUST1061,North,48,2020-06-02
CUST1062,North,96,2022-08-19
CUST1063,West,3,2021-06-26
CUST1064,North,47,2021-11-24
CUST1065,North,62,2023-06-30
CUST1066,West,99,2022-03-25
CUST1067,West,14,2020-06-13
CUST1068,Central,63,2021-11-03
CUST1069,North,61,2022-12-28
CUST1070,North,31,2022-02-17
CUST1071,Central,95,2021-10-10
CUST1072,East,17,2023-07-07
CUST1073,East,24,2022-09-26
CUST1074,East,23,2023-01-13
CUST1075,Central,82,2020-03-14
CUST1076,North,50,2023-06-18
CUST1077,Central,78,2020-05-20
CUST1078,Central,79,2021-04-25
CUST1079,East,79,2023-07-16
CUST1080,South,70,2021-08-11
CUST1081,North,27,2021-04-10
CUST1082,East,15,2020-07-04
CUST1083,South,50,2022-06-07
CUST1084,South,36,2020-07-20
CUST1085,West,8,2023-07-21
CUST1086,North,79,2020-07-24
CUST1087,South,3,2022-06-27
CUST1088,East,62,2020-12-06
CUST1089,West,47,2021-09-05
CUST1090,North,77,2020-02-29
CUST1091,Central,98,2020-04-04
CUST1092,East,88,2021-10-26
CUST1093,South,96,2020-04-24
CUST1094,South,61,2021-08-23
CUST1095,East,32,2022-01-04
CUST1096,South,94,2022-02-06
CUST1097,West,13,2022-06-01
CUST1098,North,1,2020-10-25
CUST1099,West,34,2021-05-15
CUST1100,South,62,2022-12-23
CUST1101,Central,79,2022-04-23
CUST1102,North,78,2023-03-05
CUST1103,North,93,2021-01-03
CUST1104,East,98,2020-12-14
CUST1105,East,82,2020-12-24
CUST1106,Central,71,2020-06-10
CUST1107,North,93,2023-06-02
CUST1108,Central,31,2022-02-22
CUST1109,East,64,2023-06-23
CUST1110,East,25,2021-05-08
CUST1111,North,38,2022-10-16
CUST1112,West,14,2023-04-09
CUST1113,South,8,2020-10-20
CUST1114,East,91,2021-04-20
CUST1115,East,54,2022-08-02
CUST1116,West,2,2021-06-04
CUST1117,West,81,2022-07-30
CUST1118,Central,78,2021-06-06
CUST1119,Central,89,2020-01-20
CUST1120,South,56,2022-08-10
CUST1121,South,94,2021-08-12
CUST1122,North,93,2023-01-24
CUST1123,Central,84,2020-11-19
CUST1124,East,85,2020-05-31
CUST1125,Central,61,2022-06-23
CUST1126,East,22,2021-12-08
CUST1127,West,35,2023-04-18
CUST1128,Central,16,2021-09-04
CUST1129,West,50,2022-05-18
CUST1130,South,43,2021-05-27
CUST1131,South,17,2022-07-24
CUST1132,North,80,2021-09-10
CUST1133,Central,58,2021-02-11
CUST1134,West,2,2022-02-26
CUST1135,East,4,2022-09-16
CUST1136,South,85,2020-08-06
CUST1137,South,39,2021-04-30
CUST1138,East,98,2022-02-20
CUST1139,West,94,2023-03-17
CUST1140,West,6,2022-01-05
CUST1141,Central,81,2023-03-23
CUST1142,Central,89,2021-08-28
CUST1143,North,69,2021-08-27
CUST1144,South,69,2020-02-14
CUST1145,Central,20,2022-03-21
CUST1146,West,64,2021-07-16
CUST1147,East,16,2020-01-17
CUST1148,West,51,2023-03-05
CUST1149,South,37,2020-04-10
CUST1150,West,73,2023-05-26
CUST1151,North,69,2022-10-14
CUST1152,South,42,2021-08-09
CUST1153,East,57,2021-04-16
CUST1154,North,66,2023-05-28
CUST1155,South,9,2021-12-22
CUST1156,East,100,2021-03-24
CUST1157,North,86,2021-01-24
CUST1158,North,64,2023-06-25
CUST1159,South,86,2021-05-28
CUST1160,Central,22,2020-10-07
CUST1161,North,34,2023-07-10
CUST1162,North,55,2020-07-17
CUST1163,East,29,2023-07-09
CUST1164,West,38,2020-03-21
CUST1165,South,97,2021-09-24
CUST1166,South,18,2022-06-21
CUST1167,Central,71,2020-03-09
CUST1168,Central,65,2023-04-01
CUST1169,South,97,2022-01-17
CUST1170,Central,1,2020-09-26
CUST1171,East,88,2020-07-03
CUST1172,South,4,2021-08-27
CUST1173,Central,4,2021-10-31
CUST1174,South,82,2022-04-30
CUST1175,West,27,2020-12-25
CUST1176,North,43,2021-02-15
CUST1177,South,59,2020-09-27
CUST1178,North,32,2023-01-09
CUST1179,Central,33,2022-01-19
CUST1180,North,28,2022-12-23
CUST1181,South,55,2022-10-24
CUST1182,West,100,2021-07-12
CUST1183,Central,60,2020-12-02
CUST1184,South,70,2021-06-10
CUST1185,Central,62,2022-09-13
CUST1186,East,80,2021-08-27
CUST1187,North,34,2021-11-24
CUST1188,East,87,2020-08-23
CUST1189,South,88,2022-08-17
CUST1190,West,56,2020-06-03
CUST1191,Central,13,2020-10-15
CUST1192,North,56,2021-04-07
CUST1193,Central,18,2022-03-24
CUST1194,South,54,2023-02-15
CUST1195,Central,77,2022-01-19
CUST1196,North,43,2020-07-03
CUST1197,South,39,2022-03-19
CUST1198,Central,61,2020-01-29
CUST1199,West,42,2021-06-25
CUST1200,South,81,2023-01-03
CUST1201,South,79,2020-09-10
CUST1202,West,18,2022-07-20
CUST1203,East,23,2022-01-24
CUST1204,North,54,2021-06-20
CUST1205,East,30,2023-04-12
CUST1206,Central,98,2022-02-19
CUST1207,West,58,2022-01-30
CUST1208,East,68,2020-08-09
CUST1209,South,67,2021-04-23
CUST1210,Central,71,2022-08-23
CUST1211,Central,18,2020-02-21
CUST1212,East,7,2023-06-22
CUST1213,East,40,2023-02-23
CUST1214,West,70,2021-11-02
CUST1215,North,86,2023-06-03
CUST1216,East,65,2021-03-29
CUST1217,East,68,2020-05-09
CUST1218,South,49,2022-08-08
CUST1219,Central,52,2021-09-10
CUST1220,North,29,2022-04-16
CUST1221,South,21,2020-08-26
CUST1222,West,90,2020-10-13
CUST1223,West,78,2020-04-02
CUST1224,East,9,2020-03-17
CUST1225,East,47,2021-09-15
CUST1226,West,76,2022-10-05
CUST1227,East,42,2020-08-25
CUST1228,North,51,2020-07-18
CUST1229,East,56,2021-04-25
CUST1230,Central,51,2023-01-05
CUST1231,East,70,2020-10-04
CUST1232,South,20,2022-03-06
CUST1233,North,88,2022-07-18
CUST1234,South,27,2022-01-29
CUST1235,South,38,2023-01-11
CUST1236,Central,72,2022-05-08
CUST1237,North,65,2023-04-17
CUST1238,North,54,2020-11-12
CUST1239,North,24,2022-04-29
CUST1240,North,47,2020-07-21
CUST1241,North,71,2022-09-29
CUST1242,Central,83,2023-06-14
CUST1243,East,86,2022-04-15
CUST1244,South,63,2021-07-26
CUST1245,North,57,2020-03-08
CUST1246,East,55,2022-01-28
CUST1247,East,60,2021-03-20
CUST1248,South,99,2022-06-27
CUST1249,Central,62,2022-06-29
CUST1250,West,30,2021-04-28
CUST1251,West,93,2022-01-12
CUST1252,East,22,2020-07-22
CUST1253,South,75,2022-01-22
CUST1254,West,84,2023-01-20
CUST1255,East,29,2022-01-04
CUST1256,Central,41,2020-05-04
CUST1257,West,42,2022-03-26
CUST1258,East,98,2021-07-19
CUST1259,East,65,2021-01-23
CUST1260,North,31,2020-09-07
CUST1261,Central,30,2022-07-20
CUST1262,North,18,2020-07-06
CUST1263,South,17,2021-03-10
CUST1264,North,38,2023-05-07
CUST1265,North,14,2020-02-13
CUST1266,West,87,2020-04-13
CUST1267,East,89,2021-11-14
CUST1268,Central,79,2021-05-13
CUST1269,North,56,2020-09-14
CUST1270,Central,22,2023-03-02
CUST1271,North,67,2021-02-24
CUST1272,South,56,2020-05-20
CUST1273,North,19,2023-02-09
CUST1274,West,57,2021-02-28
CUST1275,East,44,2023-04-15
CUST1276,South,98,2021-03-18
CUST1277,North,35,2021-04-22
CUST1278,Central,1,2021-11-03
CUST1279,South,52,2020-10-29
CUST1280,South,85,2023-05-05
CUST1281,North,93,2020-01-06
CUST1282,South,70,2021-07-21
CUST1283,Central,37,2020-10-23
CUST1284,South,65,2020-09-23
CUST1285,Central,51,2023-01-11
CUST1286,North,1,2021-05-28
CUST1287,East,91,2020-12-23
CUST1288,South,21,2020-08-13
CUST1289,East,53,2020-02-22
CUST1290,Central,16,2020-09-26
CUST1291,South,61,2020-01-31
CUST1292,West,54,2022-01-03
CUST1293,East,40,2021-05-02
CUST1294,South,26,2023-04-20
CUST1295,East,80,2021-10-25
CUST1296,South,92,2020-02-02
CUST1297,North,65,2020-12-22
CUST1298,East,100,2021-06-27
CUST1299,West,74,2020-04-17
CUST1300,West,64,2020-09-16
CUST1301,Central,43,2022-05-12
CUST1302,South,17,2022-12-13
CUST1303,East,59,2020-08-20
CUST1304,Central,23,2020-05-10
CUST1305,East,7,2022-09-02
CUST1306,South,44,2022-07-07
CUST1307,West,53,2022-01-11
CUST1308,North,71,2022-11-17
CUST1309,West,79,2023-04-30
CUST1310,Central,34,2020-08-11
CUST1311,North,46,2022-07-14
CUST1312,Central,68,2022-10-28
CUST1313,South,78,2021-03-29
CUST1314,North,78,2023-06-13
CUST1315,Central,16,2020-03-29
CUST1316,South,71,2022-12-03
CUST1317,West,96,2021-09-09
CUST1318,South,19,2022-07-27
CUST1319,East,2,2020-03-04
CUST1320,South,10,2020-05-04
CUST1321,South,50,2022-09-07
CUST1322,East,81,2022-04-02
CUST1323,Central,12,2022-05-23
CUST1324,Central,70,2020-08-09
CUST1325,South,22,2022-10-01
CUST1326,East,32,2022-06-27
CUST1327,East,84,2020-05-30
CUST1328,West,1,2020-06-14
CUST1329,Central,54,2021-10-21
CUST1330,North,58,2023-05-30
CUST1331,Central,70,2020-10-30
CUST1332,Central,83,2020-05-14
CUST1333,West,18,2020-09-15
CUST1334,North,6,2021-07-17
CUST1335,West,45,2023-07-02
CUST1336,North,97,2023-07-20
CUST1337,South,23,2023-04-13
CUST1338,North,23,2023-01-28
CUST1339,West,26,2021-10-27
CUST1340,Central,77,2022-02-19
CUST1341,North,7,2023-05-08
CUST1342,North,79,2022-12-22
CUST1343,East,44,2021-08-26
CUST1344,Central,27,2022-07-18
CUST1345,South,26,2022-11-01
CUST1346,West,97,2023-05-24
CUST1347,South,79,2022-05-31
CUST1348,Central,36,2020-07-22
CUST1349,North,55,2020-08-22
CUST1350,North,64,2023-02-03
CUST1351,Central,91,2021-03-16
CUST1352,North,57,2022-05-30
CUST1353,North,69,2022-07-13
CUST1354,North,61,2021-04-12
CUST1355,West,2,2022-04-27
CUST1356,West,55,2021-11-25
CUST1357,East,97,2022-07-17
CUST1358,South,80,2022-03-27
CUST1359,Central,87,2022-05-01
CUST1360,Central,38,2020-07-13
CUST1361,Central,80,2021-10-02
CUST1362,East,78,2022-05-24
CUST1363,West,29,2021-10-02
CUST1364,East,26,2021-06-06
CUST1365,Central,35,2022-02-05
CUST1366,South,79,2020-11-08
CUST1367,North,67,2022-08-29
CUST1368,West,87,2020-05-17
CUST1369,West,29,2020-07-05
CUST1370,East,34,2020-06-23
CUST1371,West,97,2020-07-09
CUST1372,Central,41,2022-06-03
CUST1373,Central,41,2020-07-16
CUST1374,East,23,2022-02-02
CUST1375,Central,71,2020-09-23
CUST1376,South,3,2023-02-13
CUST1377,East,58,2020-05-02
CUST1378,South,32,2023-04-16
CUST1379,North,31,2023-02-24
CUST1380,South,82,2023-02-24
CUST1381,North,43,2021-11-06
CUST1382,North,7,2020-09-07
CUST1383,South,1,2022-04-21
CUST1384,East,61,2021-12-25
CUST1385,Central,14,2022-05-16
CUST1386,Central,52,2020-04-15
CUST1387,North,96,2021-08-12
CUST1388,North,6,2023-05-14
CUST1389,East,10,2021-10-01
CUST1390,West,71,2021-12-21
CUST1391,South,90,2020-07-31
CUST1392,North,98,2023-03-29
CUST1393,Central,30,2022-11-05
CUST1394,East,100,2021-03-11
CUST1395,South,21,2020-11-12
CUST1396,East,60,2022-09-14
CUST1397,South,81,2021-04-04
CUST1398,South,97,2020-08-09
CUST1399,North,74,2021-12-18
CUST1400,East,63,2023-02-13
CUST1401,East,42,2022-01-22
CUST1402,Central,51,2020-08-23
CUST1403,Central,64,2021-07-24
CUST1404,North,76,2023-03-21
CUST1405,North,56,2021-04-08
CUST1406,West,80,2022-05-28
CUST1407,Central,41,2023-02-22
CUST1408,South,32,2023-06-27
CUST1409,East,15,2023-06-10
CUST1410,North,62,2023-02-14
CUST1411,East,27,2020-02-23
CUST1412,East,28,2023-06-01
CUST1413,West,81,2021-07-01
CUST1414,Central,64,2020-02-29
CUST1415,North,59,2021-01-04
CUST1416,East,58,2021-07-13
CUST1417,North,2,2021-09-24
CUST1418,South,36,2021-11-26
CUST1419,West,71,2021-12-19
CUST1420,South,13,2020-01-13
CUST1421,North,15,2021-01-06
CUST1422,North,89,2020-10-20
CUST1423,Central,87,2023-03-05
CUST1424,East,60,2022-03-31
CUST1425,East,22,2020-05-22
CUST1426,South,63,2020-10-17
CUST1427,West,90,2023-07-20
CUST1428,East,97,2020-03-03
CUST1429,Central,75,2020-07-06
CUST1430,South,74,2022-12-22
CUST1431,South,25,2021-03-16
CUST1432,Central,48,2022-02-09
CUST1433,West,43,2022-05-09
CUST1434,Central,38,2022-07-18
CUST1435,West,41,2021-11-29
CUST1436,Central,45,2020-11-18
CUST1437,Central,88,2022-01-27
CUST1438,North,40,2021-09-30
CUST1439,South,97,2021-10-26
CUST1440,Central,17,2023-03-08
CUST1441,Central,88,2023-05-06
CUST1442,East,57,2020-06-22
CUST1443,South,2,2020-04-17
CUST1444,East,96,2020-11-14
CUST1445,South,62,2020-11-18
CUST1446,East,88,2023-06-19
CUST1447,Central,9,2020-04-11
CUST1448,Central,68,2020-06-16
CUST1449,North,81,2021-07-11
CUST1450,East,17,2022-06-26
CUST1451,West,50,2022-05-18
CUST1452,North,94,2022-09-21
CUST1453,East,40,2023-05-28
CUST1454,East,58,2022-06-24
CUST1455,North,75,2022-04-28
CUST1456,Central,85,2021-07-13
CUST1457,East,21,2021-03-17
CUST1458,Central,18,2022-11-15
CUST1459,North,55,2020-08-21
CUST1460,Central,29,2021-12-07
CUST1461,South,24,2022-05-30
CUST1462,West,74,2020-08-15
CUST1463,East,17,2021-08-03
CUST1464,West,18,2023-04-29
CUST1465,Central,42,2022-09-23
CUST1466,East,84,2022-12-15
CUST1467,Central,45,2021-09-23
CUST1468,South,82,2020-04-03
CUST1469,North,17,2021-03-27
CUST1470,East,73,2022-03-20
CUST1471,South,14,2023-05-12
CUST1472,South,49,2020-04-22
CUST1473,East,29,2020-01-16
CUST1474,Central,95,2021-02-22
CUST1475,South,4,2021-09-09
CUST1476,West,82,2021-03-08
CUST1477,South,20,2020-10-08
CUST1478,Central,47,2021-06-07
CUST1479,Central,9,2021-08-15
CUST1480,West,77,2021-11-02
CUST1481,South,79,2020-09-02
CUST1482,Central,27,2020-01-16
CUST1483,East,15,2022-10-15
CUST1484,North,92,2022-05-31
CUST1485,North,19,2020-12-25
CUST1486,North,90,2020-09-21
CUST1487,South,52,2022-02-17
CUST1488,West,26,2022-12-26
CUST1489,Central,89,2021-04-16
CUST1490,East,26,2022-10-21
CUST1491,East,26,2023-02-18
CUST1492,South,46,2021-12-26
CUST1493,North,92,2020-05-27
CUST1494,South,49,2022-03-24
CUST1495,West,82,2020-03-27
CUST1496,West,96,2022-06-12
CUST1497,Central,53,2020-02-08
CUST1498,Central,3,2022-07-30
CUST1499,West,66,2020-06-08
CUST1500,West,97,2021-10-03
CUST1501,West,42,2023-03-25
CUST1502,South,19,2022-05-29
CUST1503,West,17,2023-03-20
CUST1504,East,33,2022-04-08
CUST1505,North,76,2022-05-05
CUST1506,West,49,2021-08-15
CUST1507,North,56,2020-08-23
CUST1508,South,63,2022-04-09
CUST1509,North,3,2020-02-12
CUST1510,South,49,2021-10-27
CUST1511,East,55,2020-12-17
CUST1512,South,26,2023-06-19
CUST1513,South,99,2022-07-31
CUST1514,Central,72,2022-01-11
CUST1515,West,52,2020-06-29
CUST1516,West,100,2022-06-13
CUST1517,East,7,2020-08-04
CUST1518,East,46,2021-05-13
CUST1519,West,46,2022-06-11
CUST1520,Central,100,2023-04-21
CUST1521,West,16,2022-03-31
CUST1522,Central,24,2022-12-09
CUST1523,East,61,2020-06-10
CUST1524,North,54,2022-03-21
CUST1525,East,62,2021-09-27
CUST1526,East,1,2021-11-26
CUST1527,South,49,2021-03-29
CUST1528,South,25,2021-11-13
CUST1529,South,10,2020-12-10
CUST1530,South,80,2020-06-05
CUST1531,Central,16,2022-11-11
CUST1532,West,58,2023-07-20
CUST1533,North,72,2020-08-21
CUST1534,East,29,2022-12-22
CUST1535,Central,92,2022-11-10
CUST1536,North,6,2021-02-01
CUST1537,Central,16,2021-12-16
CUST1538,Central,20,2021-12-20
CUST1539,East,80,2020-10-29
CUST1540,West,71,2021-04-28
CUST1541,South,78,2020-07-29
CUST1542,West,43,2020-10-26
CUST1543,East,26,2021-06-08
CUST1544,East,90,2021-02-08
CUST1545,East,78,2020-12-21
CUST1546,North,71,2023-05-18
CUST1547,West,33,2020-11-09
CUST1548,West,26,2020-06-03
CUST1549,Central,45,2020-12-28
CUST1550,Central,84,2023-07-10
CUST1551,Central,63,2022-10-08
CUST1552,East,67,2022-08-08
CUST1553,West,52,2023-02-28
CUST1554,East,68,2023-04-01
CUST1555,North,26,2022-07-08
CUST1556,Central,75,2023-03-02
CUST1557,East,2,2023-07-03
CUST1558,East,14,2021-10-23
CUST1559,North,30,2023-07-08
CUST1560,South,49,2021-10-09
CUST1561,West,12,2020-11-05
CUST1562,South,90,2022-06-19
CUST1563,Central,44,2020-05-19
CUST1564,East,33,2022-08-18
CUST1565,North,13,2022-06-24
CUST1566,North,78,2023-07-17
CUST1567,West,88,2021-09-12
CUST1568,South,98,2021-07-16
CUST1569,West,26,2023-04-26
CUST1570,East,21,2020-04-25
CUST1571,West,28,2021-12-21
CUST1572,North,48,2022-11-05
CUST1573,North,100,2020-05-31
CUST1574,Central,40,2021-09-27
CUST1575,Central,66,2022-08-03
CUST1576,East,73,2022-07-14
CUST1577,South,87,2020-03-18
CUST1578,West,79,2020-04-26
CUST1579,East,77,2022-01-25
CUST1580,Central,23,2021-08-10
CUST1581,West,81,2020-06-06
CUST1582,Central,48,2020-07-03
CUST1583,West,2,2023-06-13
CUST1584,South,84,2023-05-01
CUST1585,East,20,2022-11-04
CUST1586,West,59,2022-02-26
CUST1587,North,46,2022-08-05
CUST1588,North,3,2023-04-03
CUST1589,West,55,2023-02-09
CUST1590,West,12,2020-03-25
CUST1591,West,40,2022-07-10
CUST1592,North,66,2023-03-16
CUST1593,North,100,2021-01-20
CUST1594,West,78,2021-10-20
CUST1595,Central,16,2023-05-24
CUST1596,Central,83,2022-09-01
CUST1597,South,34,2022-10-23
CUST1598,East,44,2020-11-04
CUST1599,Central,6,2020-05-06
CUST1600,North,77,2022-07-11
CUST1601,Central,64,2020-07-30
CUST1602,South,100,2021-12-04
CUST1603,South,22,2020-06-21
CUST1604,East,18,2022-10-30
CUST1605,Central,12,2020-12-19
CUST1606,North,52,2020-03-21
CUST1607,North,94,2021-05-22
CUST1608,West,51,2022-06-15
CUST1609,North,71,2022-06-18
CUST1610,East,96,2022-12-09
CUST1611,East,48,2022-12-06
CUST1612,North,19,2023-06-02
CUST1613,North,6,2020-11-21
CUST1614,West,84,2022-01-15
CUST1615,North,27,2022-02-02
CUST1616,West,53,2021-08-02
CUST1617,West,48,2022-03-04
CUST1618,North,7,2022-04-17
CUST1619,South,59,2021-11-23
CUST1620,South,69,2023-05-09
CUST1621,West,11,2020-04-17
CUST1622,North,15,2023-07-16
CUST1623,South,64,2021-11-16
